Civilite,Nom,Prenom,Mandat,Circonscription,Departement,Candidat,Date_de_publication,,,,,,,,
Mme,GUERE,Carole,Conseillère départementale,,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,GUILLEM,Jérôme,Conseiller régional,Nouvelle-Aquitaine,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LACUEY,Nathalie,Conseillère départementale,,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LAMAISON,Jean-Luc,Maire,Nérigean,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MAURIN,Baptiste,Conseiller régional,Nouvelle-Aquitaine,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PUYOBRAU,Jean-Jacques,Maire,Floirac,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,SEYRAL,Véronique,Conseillère départementale,,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VACHER,Michel,Maire,Le Fieu,Gironde,HIDALGO Anne,15/02/2022,,,,,,,,
M.,ARCAS,Jean,Maire,Olargues,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BENAMMAR KOLY,Fadilha,Conseillère régionale,Occitanie,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BOUIDA,Manar,Conseillère départementale,,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CABROL,Josian,Président d'un EPCI à fiscalité propre,CC du Minervois au Caroux,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CALVAT,Renaud,Maire,Jacou,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,CHELVI-SANDIN,Zita,Conseillère départementale,,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DOUTREMEPUICH,Philippe,Maire,Causse-de-la-Selle,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,FERNANDO,Béatrice,Maire,Plaissan,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,ISURE,Jean-Marc,Maire,Campagnan,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LÉVÊQUE,Gaëlle,Maire,Lodève,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,MATHERON,Françoise,Maire,Saint-Bauzille-de-Montmel,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MORENO,René,Conseiller régional,Occitanie,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,PONS,Marie-Pierre,Maire,Cessenon-sur-Orb,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,PRADELLE,Sylvie,Conseillère départementale,,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,RIGAUD,Jacques,Conseiller départemental,,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SOTO,Jean-François,Conseiller départemental,,Hérault,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CROCQ,André,Conseiller régional,Bretagne,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DEHAESE,Olivier,Maire,Acigné,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,GALIC,Sylvie,Maire,Le Verger,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
M.,HOUSSIN,René-François,Maire,Vezin-le-Coquet,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LEGAGNEUR,Jean-Marc,Maire,Nouvoitou,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,ROUSSET,Emmanuelle,Conseillère départementale,,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SOHIER,Benoît,Conseiller départemental,,Ille-et-Vilaine,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MORETTE,Vincent,Maire,Montlouis-sur-Loire,Indre-et-Loire,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BATTISTEL,Marie-Noëlle,Députée,4ème circonscription,Isère,HIDALGO Anne,15/02/2022,,,,,,,,
M.,GEMMANI,Stéphane,Conseiller régional,Auvergne-Rhône-Alpes,Isère,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,RIVARD,Isabelle,Maire,Mottier,Isère,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,CORAZZINI,Sylvie,Maire,Jeurre,Jura,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LUCCHESI,Liliane,Conseillère régionale,Bourgogne-Franche-Comté,Jura,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,ABRAHAM,Rose-Marie,Maire déléguée d'une commune associée ou d'une commune déléguée,Morcenx-la-Nouvelle,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BEYRIS,Maryline,Conseillère régionale,Nouvelle-Aquitaine,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,BOUFFIN,Yann,Maire,Callen,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,CHARPENEL,Frédérique,Conseillère régionale,Nouvelle-Aquitaine,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CIVEL,Laurent,Maire,Rion-des-Landes,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DARETS,Benoît,Maire,Saubrigues,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,DEGOS,Dominique,Conseillère départementale,,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DUPAU,Alain,Maire délégué d'une commune associée ou d'une commune déléguée,Rion-des-Landes,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DUPRAT,Frédéric,Maire,Arue,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,FOURNADET,Christine,Maire,Castelnau-Chalosse,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,GAYSSOT,Cyril,Conseiller départemental,,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LAFARGUE,Marie-Laure,Conseillère régionale,Nouvelle-Aquitaine,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LAGORCE,Muriel,Conseillère départementale,,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MARTINEZ,Olivier,Conseiller départemental,,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MOUSTIE,Didier,Maire,Orthevielle,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PÉDEUBOY,Jean-Louis,Maire,Labouheyre,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,TEULÉ,Philippe,Maire,Lacrabe,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VILLATORO,Yannick,Maire délégué d'une commune associée ou d'une commune déléguée,Morcenx-la-Nouvelle,Landes,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,GLOANEC MAURIN,Karine,Présidente d'un EPCI à fiscalité propre,CC des Collines du Perche,Loir-et-Cher,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CHERVIN,Jean-Luc,Maire,Riorges,Loire,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BIGEARD,Myriam,Conseillère départementale,,Loire-Atlantique,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CLERGEAU,Christophe,Conseiller régional,Pays De La Loire,Loire-Atlantique,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CHAPUIS,Grégoire,Conseiller départemental,,Loiret,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DUMAS,Christian,Maire,Ingré,Loiret,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LABARTHE,Vincent,Conseiller régional,Occitanie,Lot,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,DUVAL,Karine,Conseillère départementale,,Manche,HIDALGO Anne,15/02/2022,,,,,,,,
M.,HÉBERT,Dominique,Conseiller départemental,,Manche,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LELONG,Gilles,Conseiller départemental,,Manche,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LE SCORNET,Jean-Pierre,Maire,Mayenne,Mayenne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CHANUT,Henri,Maire,Seichamps,Meurthe-et-Moselle,HIDALGO Anne,15/02/2022,,,,,,,,
M.,HAMEN,Vincent,Conseiller départemental,,Meurthe-et-Moselle,HIDALGO Anne,15/02/2022,,,,,,,,
M.,KLEIN,Mathieu,Maire,Nancy,Meurthe-et-Moselle,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,MATHIS,Evelyne,Maire,Velle-sur-Moselle,Meurthe-et-Moselle,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,DESABRE,Eliane,Conseillère départementale,,Nièvre,HIDALGO Anne,15/02/2022,,,,,,,,
M.,BARTHOLOMÉUS,Grégory,Maire délégué d'une commune associée ou d'une commune déléguée,Dunkerque,Nord,HIDALGO Anne,15/02/2022,,,,,,,,
M.,BEYAERT,Martial,Maire,Grande-Synthe,Nord,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,KERRICH-BERNARD,Sarah,Conseillère régionale,Hauts-De-France,Nord,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PIETTE,Thomas,Maire,Ferrière-la-Petite,Nord,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,ROUCHET,Margaux,Conseillère régionale,Hauts-De-France,Nord,HIDALGO Anne,15/02/2022,,,,,,,,
M.,ALEXANDRE,Jean-Marie,Maire,Souchez,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DEJONGHE,Henri,Maire,Auxi-le-Château,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,GAUTHIER,Karine,Conseillère départementale,,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,LEVEUGLE,Emmanuelle,Conseillère départementale,,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PILCH,Christophe,Maire,Courrières,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
M.,ROBERT,Sylvain,Maire,Lens,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,VAN HEGHE,Sabine,Sénatrice,,Pas-de-Calais,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,MANDON,Christine,Maire,Aulnat,Puy-de-Dôme,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SAUTERAU,Jean-Marc,Maire,Montaigut,Puy-de-Dôme,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VILLAFRANCA,Grégory,Maire,Saint-Laure,Puy-de-Dôme,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CHÉRET,Pierre,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PETCHOT-BACQUÉ,Christian,Maire,Lagos,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VIRTO,Stéphane,Maire,Mirepeix,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,,,,,,,,
M.,ABAT,François,Maire,Banios,Hautes-Pyrénées,HIDALGO Anne,15/02/2022,,,,,,,,
M.,RUMEAU,Yoan,Maire,Aventignan,Hautes-Pyrénées,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,PERAL,Marie-Edith,Maire,Estoher,Pyrénées-Orientales,HIDALGO Anne,15/02/2022,,,,,,,,
M.,REYNAL,Alexandre,Conseiller départemental,,Pyrénées-Orientales,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,SADOURNY,Marie-Pierre,Conseillère départementale,,Pyrénées-Orientales,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SOLER,Gérard,Maire,Corbère-les-Cabanes,Pyrénées-Orientales,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BEY,Françoise,Conseillère départementale,,Bas-Rhin,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SALZE,Pierre,Maire,Feldkirch,Haut-Rhin,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,REVEYRAND,Anne,Conseillère métropolitaine de Lyon,,Rhône,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,RUNEL,Sandrine,Conseillère métropolitaine de Lyon,,Rhône,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VIOLLET,Alain,Maire,Corbas,Rhône,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,ARNOULD,Isabelle,Conseillère départementale,,Haute-Saône,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DURAND,Bernard,Conseiller départemental,,Saône-et-Loire,HIDALGO Anne,15/02/2022,,,,,,,,
M.,FONTERAY,Jean-Luc,Conseiller départemental,,Saône-et-Loire,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VERNOCHET,Jean-Yves,Maire,Montchanin,Saône-et-Loire,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,AFFAGARD,Blandine,Conseillère départementale,,Sarthe,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MORAT,Franck,Maire,Cognin,Savoie,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BLAUEL,Célia,Conseillère de Paris,,Paris,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CORITON,Bastien,Maire,Rives-en-Seine,Seine-Maritime,HIDALGO Anne,15/02/2022,,,,,,,,
M.,FLEURY,Gérard,Maire,Elbeuf-en-Bray,Seine-Maritime,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MENG,Jacques,Maire,La Bouille,Seine-Maritime,HIDALGO Anne,15/02/2022,,,,,,,,
M.,GARAY,François,Maire,Les Mureaux,Yvelines,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BRILLAUD,Chantal,Conseillère départementale,,Deux-Sèvres,HIDALGO Anne,15/02/2022,,,,,,,,
M.,LIAIGRE,Alain,Maire,Saint-Georges-de-Rex,Deux-Sèvres,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,TRUONG,Elodie,Conseillère départementale,,Deux-Sèvres,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BONNET,Claudie,Conseillère départementale,,Tarn,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,GERAUD,Eva,Conseillère départementale,,Tarn,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MONSARRAT,Francis,Maire,Labessière-Candeil,Tarn,HIDALGO Anne,15/02/2022,,,,,,,,
M.,CRAIS,Gérard,Maire,Auty,Tarn-et-Garonne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,VALETTE,Jean-Guy,Maire,Genouillé,Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,BERGERON,Thibault,Conseiller régional,Nouvelle-Aquitaine,Haute-Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,DELOMÉNIE,Bernard,Maire,Saint-Priest-Ligoure,Haute-Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,NEXON,Jean-Pierre,Maire,Sauviat-sur-Vige,Haute-Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,PERRIN,Jean-François,Maire,Blond,Haute-Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,SOLIS,Jany Claude,Maire,Saint-Jouvent,Haute-Vienne,HIDALGO Anne,15/02/2022,,,,,,,,
M.,SPEISSMANN,Stessy,Maire,Gérardmer,Vosges,HIDALGO Anne,15/02/2022,,,,,,,,
M.,GUIRAUD,Daniel,Conseiller départemental,,Seine-Saint-Denis,HIDALGO Anne,15/02/2022,,,,,,,,
M.,TROUSSEL,Stéphane,Conseiller départemental,,Seine-Saint-Denis,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,SOL,Josette,Conseillère départementale,,Val-de-Marne,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,JAOUEN,Elvira,Maire,Courdimanche,Val-d'Oise,HIDALGO Anne,15/02/2022,,,,,,,,
M.,MARSAC,Jean-Louis,Maire,Villiers-le-Bel,Val-d'Oise,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,VAINQUEUR CHRISTOPHE,Hélène,Députée,4ème circonscription,Guadeloupe,HIDALGO Anne,15/02/2022,,,,,,,,
Mme,BOUVERET,Ellen,Conseillère à l'Assemblée des Français de l'étranger,Allemagne, Autriche, Slovaquie, Slovénie, Suisse,Français de l'étranger,HIDALGO Anne,15/02/2022,,,,
M.,LECONTE,Jean-Yves,Sénateur,,Français de l'étranger,HIDALGO Anne,15/02/2022,,,,,,,,
M.,FRANQUEVILLE,Christian,Maire,Bulgnéville,Vosges,HOLLANDE François,15/02/2022,,,,,,,,
Mme,COMET,Claude,Maire,Parves et Nattages,Ain,JADOT Yannick,15/02/2022,,,,,,,,
Mme,ARNAUD,Estelle,Maire,Puy-Saint-André,Hautes-Alpes,JADOT Yannick,15/02/2022,,,,,,,,
M.,DUMONT,Christophe,Conseiller régional,Grand Est,Ardennes,JADOT Yannick,15/02/2022,,,,,,,,
M.,ASSIE,Benjamin,Conseiller régional,Occitanie,Aude,JADOT Yannick,15/02/2022,,,,,,,,
M.,DELOUS,Francis,Maire,Asprières,Aveyron,JADOT Yannick,15/02/2022,,,,,,,,
M.,GRISET,Richard,Maire,Quetteville,Calvados,JADOT Yannick,15/02/2022,,,,,,,,
M.,JOLY,Francis,Conseiller départemental,,Calvados,JADOT Yannick,15/02/2022,,,,,,,,
M.,VILARS,Antoine,Maire,Drubec,Calvados,JADOT Yannick,15/02/2022,,,,,,,,
Mme,COUTANT,Françoise,Conseillère régionale,Nouvelle-Aquitaine,Charente,JADOT Yannick,15/02/2022,,,,,,,,
M.,COSSET,Didier,Maire,Brizambourg,Charente-Maritime,JADOT Yannick,15/02/2022,,,,,,,,
Mme,GUERRY-GAZEAU,Sylvie,Maire,Clavette,Charente-Maritime,JADOT Yannick,15/02/2022,,,,,,,,
Mme,PICHOT,Marion,Conseillère départementale,,Charente-Maritime,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DEWAELE,Amandine,Conseillère régionale,Nouvelle-Aquitaine,Corrèze,JADOT Yannick,15/02/2022,,,,,,,,
M.,LONGY,Hervé,Maire,Naves,Corrèze,JADOT Yannick,15/02/2022,,,,,,,,
M.,COGGIA,François,Maire,Coggia,Corse-du-Sud,JADOT Yannick,15/02/2022,,,,,,,,
Mme,MODDE,Stéphanie,Conseillère régionale,Bourgogne-Franche-Comté,Côte-d'Or,JADOT Yannick,15/02/2022,,,,,,,,
Mme,NOWAK,Nathalie,Conseillère départementale,,Côtes-d'Armor,JADOT Yannick,15/02/2022,,,,,,,,
M.,DUQUEROIX,Sylvain,Maire,Champsanglard,Creuse,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BENCHAREL,Marie-Christine,Maire déléguée d'une commune associée ou d'une commune déléguée,Val de Louyre et Caudeau,Dordogne,JADOT Yannick,15/02/2022,,,,,,,,
M.,SLAGHUIS,Martin,Maire,Badefols-sur-Dordogne,Dordogne,JADOT Yannick,15/02/2022,,,,,,,,
M.,BOILLON,Jerome,Maire,Rosureux,Doubs,JADOT Yannick,15/02/2022,,,,,,,,
M.,MOUGIN,Yves,Maire,Bartherans,Doubs,JADOT Yannick,15/02/2022,,,,,,,,
Mme,GRARD,Maud,Conseillère régionale,Auvergne-Rhône-Alpes,Drôme,JADOT Yannick,15/02/2022,,,,,,,,
M.,ROYER,Olivier,Conseiller régional,Auvergne-Rhône-Alpes,Drôme,JADOT Yannick,15/02/2022,,,,,,,,
M.,GAYTE,Xavier,Maire,La Capelle-et-Masmolène,Gard,JADOT Yannick,15/02/2022,,,,,,,,
Mme,GENOLHER,Aurélie,Conseillère régionale,Occitanie,Gard,JADOT Yannick,15/02/2022,,,,,,,,
Mme,NOGUIER,Bérengère,Conseillère départementale,,Gard,JADOT Yannick,15/02/2022,,,,,,,,
M.,COLL,Jean-Louis,Maire,Pinsaguel,Haute-Garonne,JADOT Yannick,15/02/2022,,,,,,,,
M.,FELLAH,Mourad,Conseiller départemental,,Haute-Garonne,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DEMANGE,Eve,Conseillère départementale,,Gironde,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DESTRIAU,Agnès,Conseillère départementale,,Gironde,JADOT Yannick,15/02/2022,,,,,,,,
M.,HURMIC,Pierre,Maire,Bordeaux,Gironde,JADOT Yannick,15/02/2022,,,,,,,,
M.,ROSSIGNOL-PUECH,Clement,Maire,Bègles,Gironde,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BOURGUET,Zina,Conseillère régionale,Occitanie,Hérault,JADOT Yannick,15/02/2022,,,,,,,,
M.,EL MOUDDEN,Rachid,Conseiller départemental,,Hérault,JADOT Yannick,15/02/2022,,,,,,,,
M.,BESNARD,Patrick,Maire,Romazy,Ille-et-Vilaine,JADOT Yannick,15/02/2022,,,,,,,,
M.,GUIDONI,Jean-Paul,Conseiller départemental,,Ille-et-Vilaine,JADOT Yannick,15/02/2022,,,,,,,,
Mme,KOMOKOLI,Régine,Conseillère départementale,,Ille-et-Vilaine,JADOT Yannick,15/02/2022,,,,,,,,
M.,SOULABAILLE,Yann,Conseiller départemental,,Ille-et-Vilaine,JADOT Yannick,15/02/2022,,,,,,,,
Mme,HAAS,Betsabée,Conseillère régionale,Centre-Val De Loire,Indre-et-Loire,JADOT Yannick,15/02/2022,,,,,,,,
M.,BASSET,Michel,Maire,Sainte-Marie-d'Alloix,Isère,JADOT Yannick,15/02/2022,,,,,,,,
Mme,COUVENT,Pauline,Conseillère départementale,,Isère,JADOT Yannick,15/02/2022,,,,,,,,
Mme,QUESTIAUX,Marie,Conseillère départementale,,Isère,JADOT Yannick,15/02/2022,,,,,,,,
Mme,REUX,Nadine,Maire,Charnècles,Isère,JADOT Yannick,15/02/2022,,,,,,,,
Mme,VERMOREL,Véronique,Conseillère régionale,Auvergne-Rhône-Alpes,Isère,JADOT Yannick,15/02/2022,,,,,,,,
M.,BAILLY,Jean-Yves,Maire,Revigny,Jura,JADOT Yannick,15/02/2022,,,,,,,,
M.,DE MERONA,Bernard,Maire,Mérona,Jura,JADOT Yannick,15/02/2022,,,,,,,,
Mme,PERSIL,Sarah,Conseillère régionale,Bourgogne-Franche-Comté,Jura,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BENASSY,Delphine,Conseillère régionale,Centre-Val De Loire,Loir-et-Cher,JADOT Yannick,15/02/2022,,,,,,,,
Mme,EL ADRAOUI,Hanan,Conseillère départementale,,Loir-et-Cher,JADOT Yannick,15/02/2022,,,,,,,,
M.,SIMONE,Pierre,Maire,Saint-Barthélemy-Lestra,Loire,JADOT Yannick,15/02/2022,,,,,,,,
M.,AUCANT,William,Conseiller régional,Pays De La Loire,Loire-Atlantique,JADOT Yannick,15/02/2022,,,,,,,,
Mme,FOUQUET,Karine,Conseillère départementale,,Loire-Atlantique,JADOT Yannick,15/02/2022,,,,,,,,
M.,GUITTON,Jean-Sébastien,Maire,Orvault,Loire-Atlantique,JADOT Yannick,15/02/2022,,,,,,,,
M.,NICOLON,Franck,Conseiller régional,Pays De La Loire,Loire-Atlantique,JADOT Yannick,15/02/2022,,,,,,,,
M.,RAIMBOURG,Hugues,Conseiller départemental,,Loiret,JADOT Yannick,15/02/2022,,,,,,,,
M.,TESTA,Francesco,Conseiller départemental,,Lot,JADOT Yannick,15/02/2022,,,,,,,,
M.,BUISSON,Patrick,Maire,Bajamont,Lot-et-Garonne,JADOT Yannick,15/02/2022,,,,,,,,
Mme,COMBRES,Maryse,Conseillère régionale,Nouvelle-Aquitaine,Lot-et-Garonne,JADOT Yannick,15/02/2022,,,,,,,,
M.,SAEIDI,Arash,Conseiller régional,Pays De La Loire,Maine-et-Loire,JADOT Yannick,15/02/2022,,,,,,,,
M.,RACHET,Philippe,Maire,Le Val-d'Esnoms,Haute-Marne,JADOT Yannick,15/02/2022,,,,,,,,
M.,BULENGER,Arnaud,Maire,Saint-Baudelle,Mayenne,JADOT Yannick,15/02/2022,,,,,,,,
M.,DARD,José,Maire,Neau,Mayenne,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DAVOUST,Nadège,Conseillère départementale,,Mayenne,JADOT Yannick,15/02/2022,,,,,,,,
M.,COLIN,Philippe,Maire,Ancerviller,Meurthe-et-Moselle,JADOT Yannick,15/02/2022,,,,,,,,
M.,MARIETTE,Sylvain,Conseiller départemental,,Meurthe-et-Moselle,JADOT Yannick,15/02/2022,,,,,,,,
M.,DÉPREZ,Marc,Maire,Nant-le-Grand,Meuse,JADOT Yannick,15/02/2022,,,,,,,,
M.,DUVAL,Thierry,Maire délégué d'une commune associée ou d'une commune déléguée,Belles-Forêts,Moselle,JADOT Yannick,15/02/2022,,,,,,,,
M.,ISLER,André,Maire,Guinkirchen,Moselle,JADOT Yannick,15/02/2022,,,,,,,,
M.,VADROT,Guy,Maire,Marigny-sur-Yonne,Nièvre,JADOT Yannick,15/02/2022,,,,,,,,
Mme,PINSSON,Marie-Christine,Maire,Conchy-les-Pots,Oise,JADOT Yannick,15/02/2022,,,,,,,,
M.,BERNARDY,Laurent,Maire,Banyuls-dels-Aspres,Pyrénées-Orientales,JADOT Yannick,15/02/2022,,,,,,,,
Mme,GAS,Christine,Conseillère régionale,Occitanie,Pyrénées-Orientales,JADOT Yannick,15/02/2022,,,,,,,,
Mme,LANGEVINE,Agnès,Conseillère régionale,Occitanie,Pyrénées-Orientales,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BARSEGHIAN,Jeanne,Maire,Strasbourg,Bas-Rhin,JADOT Yannick,15/02/2022,,,,,,,,
M.,GONÇALVES,Alexandre,Maire,Still,Bas-Rhin,JADOT Yannick,15/02/2022,,,,,,,,
Mme,GERMAIN-ECUER,Cecile,Conseillère régionale,Grand Est,Haut-Rhin,JADOT Yannick,15/02/2022,,,,,,,,
Mme,STEFFAN,Isabelle,Maire,Emlingen,Haut-Rhin,JADOT Yannick,15/02/2022,,,,,,,,
M.,BERNARD,Bruno,Conseiller métropolitain de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,BLANCHARD,Pascal,Conseiller métropolitain de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BONNIEL CHALIER,Pascale,Conseillère régionale,Auvergne-Rhône-Alpes,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,BOUDJELLABA,Mohamed,Maire,Givors,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BRAIBANT THORAVAL,Anne,Maire d'arrondissement,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BROSSAUD,Claire,Conseillère métropolitaine de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,BRUNEL VIEIRA,Vinciane,Conseillère métropolitaine de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,BUB,Jérôme,Conseiller métropolitain de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DEHAN,Nathalie,Conseillère métropolitaine de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,DELAUNAY,Florence,Conseillère métropolitaine de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,DOUCET,Grégory,Maire,Lyon,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,KOHLHAAS,Jean-Charles,Conseiller métropolitain de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,LAGARDE,Caroline,Conseillère métropolitaine de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
Mme,MICHEL,Cécile,Conseillère régionale,Auvergne-Rhône-Alpes,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
M.,NOVAK,Floyd,Conseiller métropolitain de Lyon,,Rhône,JADOT Yannick,15/02/2022,,,,,,,,
